label,score
POSITIVE,0.9998189806938171
NEGATIVE,0.9571126699447632
NEGATIVE,0.9857022166252136
POSITIVE,0.9937841892242432
POSITIVE,0.9998161196708679
NEGATIVE,0.9496994614601135
POSITIVE,0.9997599720954895
NEGATIVE,0.9966439008712769
POSITIVE,0.9788877367973328
POSITIVE,0.9988133907318115
POSITIVE,0.9998161196708679
NEGATIVE,0.9921608567237854
POSITIVE,0.7481210231781006
NEGATIVE,0.999171257019043
POSITIVE,0.9998682737350464
POSITIVE,0.9991759657859802
NEGATIVE,0.9661523103713989
NEGATIVE,0.9647145867347717
NEGATIVE,0.9913915395736694
NEGATIVE,0.9267007112503052
POSITIVE,0.9998099207878113
POSITIVE,0.9924212098121643
NEGATIVE,0.9923264980316162
NEGATIVE,0.9863460659980774
POSITIVE,0.9992552399635315
POSITIVE,0.8302561044692993
NEGATIVE,0.9984923601150513
POSITIVE,0.7749248743057251
NEGATIVE,0.994350016117096
NEGATIVE,0.990454375743866
POSITIVE,0.9986938834190369
POSITIVE,0.9998509883880615
POSITIVE,0.9998695850372314
POSITIVE,0.9840534329414368
POSITIVE,0.9973779916763306
POSITIVE,0.9997069239616394
POSITIVE,0.9995123147964478
POSITIVE,0.9015195369720459
POSITIVE,0.9882156848907471
NEGATIVE,0.9720549583435059
POSITIVE,0.999685525894165
POSITIVE,0.9998492002487183
NEGATIVE,0.8458678722381592
POSITIVE,0.9997069239616394
POSITIVE,0.9983343482017517
POSITIVE,0.9960460066795349
POSITIVE,0.9998031258583069
POSITIVE,0.9998552799224854
NEGATIVE,0.9777946472167969
NEGATIVE,0.9840478897094727
NEGATIVE,0.9992547631263733
NEGATIVE,0.9777677655220032
NEGATIVE,0.9804182052612305
POSITIVE,0.9975479245185852
POSITIVE,0.9997203946113586
POSITIVE,0.999840259552002
POSITIVE,0.9411827921867371
NEGATIVE,0.9997376799583435
POSITIVE,0.8885955810546875
POSITIVE,0.9995567202568054
POSITIVE,0.9826081991195679
NEGATIVE,0.9905992150306702
NEGATIVE,0.9997153878211975
NEGATIVE,0.9862680435180664
NEGATIVE,0.9934502840042114
POSITIVE,0.7520269751548767
POSITIVE,0.9484487175941467
NEGATIVE,0.9365819692611694
NEGATIVE,0.9998156428337097
NEGATIVE,0.9774758815765381
NEGATIVE,0.9907698035240173
NEGATIVE,0.9906312823295593
NEGATIVE,0.9923204779624939
NEGATIVE,0.9952556490898132
NEGATIVE,0.9858280420303345
POSITIVE,0.9978675842285156
NEGATIVE,0.9997890591621399
NEGATIVE,0.9980652928352356
NEGATIVE,0.9299347996711731
NEGATIVE,0.8765836954116821
NEGATIVE,0.8928022384643555
POSITIVE,0.9998332262039185
NEGATIVE,0.9692376852035522
NEGATIVE,0.9982526898384094
NEGATIVE,0.9995003938674927
NEGATIVE,0.9998058676719666
POSITIVE,0.9998509883880615
POSITIVE,0.9982628226280212
NEGATIVE,0.9622933864593506
POSITIVE,0.6944887042045593
POSITIVE,0.9998513460159302
NEGATIVE,0.9987867474555969
NEGATIVE,0.9925948977470398
NEGATIVE,0.990222692489624
NEGATIVE,0.989385724067688
POSITIVE,0.989807665348053
NEGATIVE,0.9732585549354553
POSITIVE,0.7481210231781006
POSITIVE,0.9997264742851257
NEGATIVE,0.6578633785247803
POSITIVE,0.7481210231781006
NEGATIVE,0.9747366309165955
NEGATIVE,0.8892833590507507
NEGATIVE,0.6545551419258118
NEGATIVE,0.9997518658638
POSITIVE,0.6739552617073059
NEGATIVE,0.9855038523674011
NEGATIVE,0.9997654557228088
NEGATIVE,0.9970916509628296
POSITIVE,0.9541465044021606
NEGATIVE,0.9913785457611084
NEGATIVE,0.8669987320899963
NEGATIVE,0.9985697269439697
POSITIVE,0.990985631942749
POSITIVE,0.805456280708313
NEGATIVE,0.9964459538459778
POSITIVE,0.996485710144043
NEGATIVE,0.6132573485374451
POSITIVE,0.9847857356071472
NEGATIVE,0.9982365369796753
NEGATIVE,0.998566210269928
POSITIVE,0.9998427629470825
POSITIVE,0.9992387294769287
POSITIVE,0.9998422861099243
POSITIVE,0.7237950563430786
POSITIVE,0.9613298177719116
POSITIVE,0.9998161196708679
POSITIVE,0.9998453855514526
NEGATIVE,0.9937326312065125
POSITIVE,0.9998161196708679
POSITIVE,0.9274747967720032
NEGATIVE,0.993470311164856
POSITIVE,0.9995187520980835
POSITIVE,0.9998307228088379
POSITIVE,0.9998801946640015
POSITIVE,0.9998626708984375
POSITIVE,0.9998509883880615
POSITIVE,0.9996157884597778
NEGATIVE,0.993311882019043
POSITIVE,0.9843580722808838
POSITIVE,0.9988561868667603
POSITIVE,0.999775230884552
POSITIVE,0.7481210231781006
POSITIVE,0.992659866809845
NEGATIVE,0.5703552961349487
POSITIVE,0.9998160004615784
POSITIVE,0.9901639819145203
POSITIVE,0.8206655979156494
POSITIVE,0.9953963160514832
POSITIVE,0.999825656414032
POSITIVE,0.9945371747016907
POSITIVE,0.9998757839202881
NEGATIVE,0.9882416129112244
NEGATIVE,0.9871654510498047
POSITIVE,0.9998161196708679
POSITIVE,0.8530099391937256
NEGATIVE,0.9887948036193848
POSITIVE,0.8530099391937256
NEGATIVE,0.9621238708496094
POSITIVE,0.9998552799224854
NEGATIVE,0.9829656481742859
POSITIVE,0.7645267248153687
POSITIVE,0.966131865978241
POSITIVE,0.9998756647109985
POSITIVE,0.9998842477798462
NEGATIVE,0.8993737101554871
POSITIVE,0.9998161196708679
POSITIVE,0.9996565580368042
NEGATIVE,0.9981852173805237
POSITIVE,0.973396360874176
NEGATIVE,0.9886751174926758
NEGATIVE,0.9776671528816223
NEGATIVE,0.9301389455795288
POSITIVE,0.9998635053634644
NEGATIVE,0.9991297125816345
NEGATIVE,0.9913148283958435
NEGATIVE,0.9853283762931824
POSITIVE,0.93533855676651
NEGATIVE,0.9945226907730103
NEGATIVE,0.9962624907493591
NEGATIVE,0.9857041239738464
NEGATIVE,0.9972023963928223
NEGATIVE,0.9253737926483154
NEGATIVE,0.9995231628417969
NEGATIVE,0.9978997707366943
NEGATIVE,0.9996907711029053
NEGATIVE,0.9920991659164429
NEGATIVE,0.9341541528701782
NEGATIVE,0.9961416125297546
NEGATIVE,0.9927352666854858
NEGATIVE,0.987369954586029
NEGATIVE,0.9886987805366516
NEGATIVE,0.99974125623703
POSITIVE,0.9639686942100525
NEGATIVE,0.9450437426567078
POSITIVE,0.9944936037063599
NEGATIVE,0.9929829835891724
NEGATIVE,0.5259774923324585
NEGATIVE,0.9843674302101135
NEGATIVE,0.9968523383140564
NEGATIVE,0.9917746782302856
NEGATIVE,0.9984583854675293
POSITIVE,0.9403958320617676
NEGATIVE,0.9824529886245728
POSITIVE,0.8833943605422974
NEGATIVE,0.8956530690193176
POSITIVE,0.8869425654411316
POSITIVE,0.9490975141525269
NEGATIVE,0.8219835758209229
POSITIVE,0.5426709055900574
NEGATIVE,0.9027318954467773
NEGATIVE,0.8624671101570129
POSITIVE,0.9998619556427002
NEGATIVE,0.9951847195625305
POSITIVE,0.868155837059021
NEGATIVE,0.9885736703872681
POSITIVE,0.9998161196708679
POSITIVE,0.99972003698349
POSITIVE,0.992659866809845
POSITIVE,0.9990999698638916
NEGATIVE,0.9885299801826477
POSITIVE,0.9517190456390381
POSITIVE,0.9992153644561768
POSITIVE,0.992659866809845
POSITIVE,0.9994083642959595
POSITIVE,0.9998687505722046
NEGATIVE,0.9984679818153381
NEGATIVE,0.5757924914360046
NEGATIVE,0.9739543199539185
NEGATIVE,0.9996434450149536
POSITIVE,0.9998824596405029
POSITIVE,0.9035826325416565
NEGATIVE,0.9804758429527283
NEGATIVE,0.9229094386100769
POSITIVE,0.9993981122970581
NEGATIVE,0.9997953772544861
NEGATIVE,0.967927098274231
NEGATIVE,0.9887452721595764
POSITIVE,0.9995300769805908
POSITIVE,0.9931147694587708
POSITIVE,0.7481210231781006
POSITIVE,0.999825656414032
POSITIVE,0.9998520612716675
NEGATIVE,0.9824498891830444
NEGATIVE,0.9471885561943054
POSITIVE,0.7481210231781006
POSITIVE,0.9998804330825806
POSITIVE,0.8469310402870178
POSITIVE,0.9969224333763123
NEGATIVE,0.9873067140579224
NEGATIVE,0.984221339225769
POSITIVE,0.870391309261322
POSITIVE,0.8420149683952332
NEGATIVE,0.9995566010475159
POSITIVE,0.9998230338096619
POSITIVE,0.9625658392906189
POSITIVE,0.9998626708984375
POSITIVE,0.9934113621711731
NEGATIVE,0.5096200108528137
NEGATIVE,0.9834566712379456
POSITIVE,0.9949087500572205
NEGATIVE,0.9942218661308289
POSITIVE,0.9827935695648193
POSITIVE,0.9984912872314453
NEGATIVE,0.9638762474060059
POSITIVE,0.7481210231781006
NEGATIVE,0.9896684885025024
POSITIVE,0.9985164999961853
POSITIVE,0.9998737573623657
POSITIVE,0.9995617270469666
POSITIVE,0.7481210231781006
NEGATIVE,0.9970704317092896
POSITIVE,0.584138810634613
NEGATIVE,0.9663451910018921
POSITIVE,0.7481210231781006
NEGATIVE,0.9941815733909607
NEGATIVE,0.9980823993682861
NEGATIVE,0.9983684420585632
POSITIVE,0.9853877425193787
NEGATIVE,0.990591824054718
NEGATIVE,0.9954544305801392
NEGATIVE,0.8956558704376221
POSITIVE,0.9541465044021606
POSITIVE,0.9988372921943665
NEGATIVE,0.9946566820144653
POSITIVE,0.9997952580451965
NEGATIVE,0.8963461518287659
NEGATIVE,0.9924848675727844
POSITIVE,0.999381422996521
POSITIVE,0.9974036812782288
NEGATIVE,0.9795301556587219
NEGATIVE,0.9810830950737
NEGATIVE,0.7269299030303955
POSITIVE,0.9997805953025818
NEGATIVE,0.9706244468688965
NEGATIVE,0.9686947464942932
POSITIVE,0.9966172575950623
POSITIVE,0.9997208714485168
NEGATIVE,0.9341318011283875
POSITIVE,0.8803666830062866
POSITIVE,0.9989336133003235
POSITIVE,0.9998732805252075
POSITIVE,0.9998557567596436
NEGATIVE,0.8789016008377075
NEGATIVE,0.9665873050689697
POSITIVE,0.9998728036880493
POSITIVE,0.966032087802887
POSITIVE,0.9862679243087769
POSITIVE,0.9990605711936951
POSITIVE,0.9997069239616394
POSITIVE,0.9997934699058533
POSITIVE,0.9998465776443481
NEGATIVE,0.9834993481636047
NEGATIVE,0.9990878105163574
POSITIVE,0.9998756647109985
POSITIVE,0.9639860987663269
POSITIVE,0.9998756647109985
NEGATIVE,0.8804746866226196
POSITIVE,0.9998385906219482
NEGATIVE,0.9995899796485901
POSITIVE,0.9998735189437866
POSITIVE,0.9997120499610901
POSITIVE,0.9691200256347656
POSITIVE,0.9300937056541443
POSITIVE,0.9998527765274048
POSITIVE,0.9997851252555847
POSITIVE,0.9541465044021606
POSITIVE,0.9998817443847656
POSITIVE,0.9879811406135559
POSITIVE,0.6383664011955261
POSITIVE,0.9998218417167664
POSITIVE,0.9997805953025818
POSITIVE,0.99955815076828
NEGATIVE,0.976698100566864
POSITIVE,0.9987990856170654
POSITIVE,0.9998599290847778
NEGATIVE,0.9911946058273315
NEGATIVE,0.9114508628845215
POSITIVE,0.9996868371963501
POSITIVE,0.9997449517250061
POSITIVE,0.9997552037239075
POSITIVE,0.9998038411140442
POSITIVE,0.9998447895050049
NEGATIVE,0.9853670597076416
POSITIVE,0.9998621940612793
POSITIVE,0.9996800422668457
POSITIVE,0.9934864044189453
POSITIVE,0.9924885034561157
POSITIVE,0.9998427629470825
POSITIVE,0.9996559619903564
POSITIVE,0.9995658993721008
POSITIVE,0.9973918199539185
POSITIVE,0.9202162027359009
POSITIVE,0.9997965693473816
POSITIVE,0.999875545501709
POSITIVE,0.9996848106384277
POSITIVE,0.9773608446121216
NEGATIVE,0.9968286156654358
POSITIVE,0.9997952580451965
NEGATIVE,0.9892581105232239
POSITIVE,0.8628152012825012
POSITIVE,0.7481210231781006
NEGATIVE,0.9948790073394775
POSITIVE,0.9998552799224854
POSITIVE,0.9998239874839783
POSITIVE,0.7481210231781006
POSITIVE,0.9342856407165527
NEGATIVE,0.9282986521720886
POSITIVE,0.9991822838783264
POSITIVE,0.9997789263725281
POSITIVE,0.9991395473480225
POSITIVE,0.9998363256454468
POSITIVE,0.999583899974823
POSITIVE,0.7936691045761108
POSITIVE,0.999226450920105
POSITIVE,0.9994543194770813
POSITIVE,0.9996240139007568
POSITIVE,0.9998161196708679
POSITIVE,0.8149789571762085
POSITIVE,0.9998102784156799
NEGATIVE,0.9965873956680298
NEGATIVE,0.9739358425140381
POSITIVE,0.5493005514144897
NEGATIVE,0.9923614263534546
POSITIVE,0.9991337656974792
POSITIVE,0.9997844099998474
NEGATIVE,0.9992616772651672
POSITIVE,0.9983522891998291
POSITIVE,0.9998701810836792
POSITIVE,0.9997853636741638
POSITIVE,0.9209102988243103
NEGATIVE,0.988237202167511
POSITIVE,0.999816358089447
NEGATIVE,0.9767431616783142
POSITIVE,0.9998630285263062
POSITIVE,0.9998626708984375
NEGATIVE,0.9961742758750916
NEGATIVE,0.7301843166351318
NEGATIVE,0.7546898722648621
NEGATIVE,0.982481837272644
NEGATIVE,0.8762930631637573
POSITIVE,0.983519971370697
POSITIVE,0.9997227787971497
POSITIVE,0.9998323917388916
POSITIVE,0.998783528804779
POSITIVE,0.9997462630271912
POSITIVE,0.9997227787971497
POSITIVE,0.9998846054077148
POSITIVE,0.999823272228241
POSITIVE,0.9394264221191406
NEGATIVE,0.9993606209754944
POSITIVE,0.9998787641525269
POSITIVE,0.6829668879508972
POSITIVE,0.8880475163459778
NEGATIVE,0.9435907006263733
POSITIVE,0.9997227787971497
POSITIVE,0.9998161196708679
NEGATIVE,0.6617387533187866
POSITIVE,0.9996283054351807
NEGATIVE,0.9624385833740234
POSITIVE,0.9998737573623657
NEGATIVE,0.9977389574050903
NEGATIVE,0.8741774559020996
POSITIVE,0.9998860359191895
POSITIVE,0.9789049029350281
POSITIVE,0.9998302459716797
POSITIVE,0.9880838990211487
POSITIVE,0.9998161196708679
NEGATIVE,0.9737119078636169
POSITIVE,0.9998630285263062
NEGATIVE,0.9705702662467957
NEGATIVE,0.9593725800514221
POSITIVE,0.9998563528060913
POSITIVE,0.9899885058403015
POSITIVE,0.7481210231781006
POSITIVE,0.9887991547584534
NEGATIVE,0.9966834187507629
POSITIVE,0.8669677376747131
POSITIVE,0.9998760223388672
NEGATIVE,0.8695305585861206
NEGATIVE,0.554462194442749
POSITIVE,0.7481210231781006
POSITIVE,0.7481210231781006
POSITIVE,0.9998161196708679
POSITIVE,0.9969526529312134
POSITIVE,0.9998058676719666
POSITIVE,0.9998020529747009
POSITIVE,0.9998646974563599
POSITIVE,0.9987547397613525
NEGATIVE,0.9992246627807617
POSITIVE,0.9998468160629272
POSITIVE,0.9998743534088135
POSITIVE,0.9979217648506165
NEGATIVE,0.999722421169281
NEGATIVE,0.989117443561554
NEGATIVE,0.9964357614517212
NEGATIVE,0.9141852855682373
NEGATIVE,0.8000428080558777
NEGATIVE,0.9970955848693848
POSITIVE,0.9987912774085999
NEGATIVE,0.9974851608276367
NEGATIVE,0.9964026212692261
POSITIVE,0.9941686391830444
POSITIVE,0.999854326248169
POSITIVE,0.9997888207435608
NEGATIVE,0.7137717008590698
POSITIVE,0.9997805953025818
POSITIVE,0.9997805953025818
POSITIVE,0.9984508752822876
POSITIVE,0.998160183429718
POSITIVE,0.999796450138092
NEGATIVE,0.8939926028251648
NEGATIVE,0.9916439652442932
POSITIVE,0.99979168176651
POSITIVE,0.9998654127120972
POSITIVE,0.9997805953025818
POSITIVE,0.9994018077850342
POSITIVE,0.9964599013328552
NEGATIVE,0.9991884827613831
POSITIVE,0.9980015158653259
NEGATIVE,0.9963263869285583
POSITIVE,0.8244128823280334
NEGATIVE,0.9841828942298889
POSITIVE,0.9998664855957031
POSITIVE,0.9998552799224854
NEGATIVE,0.9988825917243958
POSITIVE,0.9930431842803955
NEGATIVE,0.9917944073677063
POSITIVE,0.9995582699775696
POSITIVE,0.9932506680488586
POSITIVE,0.6379597187042236
NEGATIVE,0.7914928793907166
POSITIVE,0.9989499449729919
POSITIVE,0.999823272228241
POSITIVE,0.9348098635673523
POSITIVE,0.9992812275886536
NEGATIVE,0.9363821744918823
NEGATIVE,0.999782383441925
NEGATIVE,0.9961373209953308
POSITIVE,0.9998161196708679
NEGATIVE,0.9990804195404053
POSITIVE,0.9998785257339478
NEGATIVE,0.9741744995117188
NEGATIVE,0.9861335158348083
POSITIVE,0.999537467956543
POSITIVE,0.9997625946998596
POSITIVE,0.9998231530189514
NEGATIVE,0.9980185031890869
NEGATIVE,0.9531317949295044
POSITIVE,0.5559744238853455
NEGATIVE,0.7826343178749084
NEGATIVE,0.9827709794044495
POSITIVE,0.8720448017120361
NEGATIVE,0.9643686413764954
NEGATIVE,0.9753963947296143
NEGATIVE,0.9898326396942139
NEGATIVE,0.5085679888725281
NEGATIVE,0.9244896173477173
POSITIVE,0.9885627031326294
NEGATIVE,0.9827859997749329
POSITIVE,0.9995396137237549
POSITIVE,0.5763848423957825
NEGATIVE,0.9970683455467224
POSITIVE,0.9998509883880615
POSITIVE,0.932997465133667
NEGATIVE,0.961358904838562
NEGATIVE,0.9883135557174683
NEGATIVE,0.910037100315094
POSITIVE,0.9968634843826294
NEGATIVE,0.995875895023346
POSITIVE,0.994899570941925
NEGATIVE,0.9857712984085083
POSITIVE,0.9994956254959106
NEGATIVE,0.9904167652130127
NEGATIVE,0.9980447292327881
POSITIVE,0.9998804330825806
NEGATIVE,0.838595449924469
NEGATIVE,0.9889122247695923
NEGATIVE,0.936951756477356
NEGATIVE,0.9672070741653442
NEGATIVE,0.9908368587493896
NEGATIVE,0.9870753884315491
NEGATIVE,0.6087273955345154
NEGATIVE,0.7737545967102051
NEGATIVE,0.9958962202072144
POSITIVE,0.9998185038566589
POSITIVE,0.5426709055900574
POSITIVE,0.9931613206863403
NEGATIVE,0.7947558164596558
POSITIVE,0.6849104166030884
NEGATIVE,0.9761097431182861
NEGATIVE,0.9913762211799622
POSITIVE,0.993202269077301
POSITIVE,0.9953963160514832
POSITIVE,0.9996691942214966
NEGATIVE,0.8616337776184082
POSITIVE,0.9966469407081604
NEGATIVE,0.9326626062393188
NEGATIVE,0.7161825299263
NEGATIVE,0.9573505520820618
POSITIVE,0.8252190351486206
NEGATIVE,0.9968830347061157
NEGATIVE,0.9935624599456787
NEGATIVE,0.9862191081047058
POSITIVE,0.9998199343681335
POSITIVE,0.9892714023590088
POSITIVE,0.9989118576049805
POSITIVE,0.9998161196708679
POSITIVE,0.9997422099113464
NEGATIVE,0.5975871682167053
NEGATIVE,0.9639256000518799
NEGATIVE,0.980036735534668
NEGATIVE,0.9652965068817139
NEGATIVE,0.7055031657218933
NEGATIVE,0.9744201898574829
NEGATIVE,0.9914968609809875
POSITIVE,0.9991544485092163
NEGATIVE,0.7695875763893127
POSITIVE,0.9892055988311768
POSITIVE,0.9998549222946167
POSITIVE,0.9997935891151428
NEGATIVE,0.9066089391708374
POSITIVE,0.9998657703399658
NEGATIVE,0.6792032122612
NEGATIVE,0.994248628616333
POSITIVE,0.9998385906219482
POSITIVE,0.9971058964729309
POSITIVE,0.9971700310707092
NEGATIVE,0.9998014569282532
POSITIVE,0.9998652935028076
POSITIVE,0.9998102784156799
POSITIVE,0.9528192281723022
POSITIVE,0.9998807907104492
POSITIVE,0.9994150400161743
POSITIVE,0.9951021671295166
POSITIVE,0.9998161196708679
POSITIVE,0.7481210231781006
NEGATIVE,0.9997878670692444
NEGATIVE,0.9175103306770325
POSITIVE,0.998024582862854
POSITIVE,0.9998664855957031
NEGATIVE,0.6952837109565735
POSITIVE,0.9956142902374268
NEGATIVE,0.9690890312194824
POSITIVE,0.6492978930473328
NEGATIVE,0.9970755577087402
POSITIVE,0.99636310338974
POSITIVE,0.9994133710861206
POSITIVE,0.8808803558349609
POSITIVE,0.7481210231781006
NEGATIVE,0.8956270813941956
POSITIVE,0.9998646974563599
NEGATIVE,0.9934256076812744
POSITIVE,0.8214606046676636
NEGATIVE,0.9944320321083069
NEGATIVE,0.9976212382316589
NEGATIVE,0.999794065952301
POSITIVE,0.8192989826202393
NEGATIVE,0.976360023021698
NEGATIVE,0.9982324242591858
NEGATIVE,0.9959067106246948
NEGATIVE,0.9974668025970459
POSITIVE,0.9998457431793213
POSITIVE,0.9997805953025818
NEGATIVE,0.6880783438682556
POSITIVE,0.998783528804779
NEGATIVE,0.9760231971740723
POSITIVE,0.7481210231781006
POSITIVE,0.9476960301399231
NEGATIVE,0.9964898228645325
POSITIVE,0.9593429565429688
NEGATIVE,0.9764154553413391
NEGATIVE,0.9656742215156555
POSITIVE,0.7481210231781006
NEGATIVE,0.9934241771697998
POSITIVE,0.7742899656295776
POSITIVE,0.6149584054946899
POSITIVE,0.999427318572998
POSITIVE,0.9690304398536682
NEGATIVE,0.9297800660133362
NEGATIVE,0.9939261078834534
NEGATIVE,0.9867157340049744
POSITIVE,0.7481210231781006
POSITIVE,0.9998782873153687
NEGATIVE,0.5866013169288635
NEGATIVE,0.9623135924339294
NEGATIVE,0.8432378768920898
NEGATIVE,0.9905663132667542
POSITIVE,0.7224095463752747
NEGATIVE,0.8647372126579285
NEGATIVE,0.9890995621681213
NEGATIVE,0.9858428835868835
POSITIVE,0.9997069239616394
NEGATIVE,0.6508820056915283
POSITIVE,0.9994567036628723
NEGATIVE,0.9572024941444397
POSITIVE,0.7481210231781006
POSITIVE,0.7923926711082458
NEGATIVE,0.9906851649284363
NEGATIVE,0.9125834107398987
NEGATIVE,0.9943913817405701
POSITIVE,0.9797317385673523
NEGATIVE,0.9768855571746826
NEGATIVE,0.9781167507171631
POSITIVE,0.7481210231781006
NEGATIVE,0.9858257174491882
POSITIVE,0.9998552799224854
POSITIVE,0.9804907441139221
POSITIVE,0.7481210231781006
POSITIVE,0.7481210231781006
POSITIVE,0.9998571872711182
NEGATIVE,0.9869521856307983
NEGATIVE,0.998285710811615
NEGATIVE,0.9891209006309509
NEGATIVE,0.9322057366371155
NEGATIVE,0.9963575005531311
NEGATIVE,0.9642870426177979
POSITIVE,0.9826545119285583
POSITIVE,0.871924877166748
NEGATIVE,0.967272937297821
POSITIVE,0.9998756647109985
