id,app_name,score,label
12617106,Batman: Arkham Asylum GOTY Edition,0.9564111828804016,NEGATIVE
12617390,Batman: Arkham Asylum GOTY Edition,0.9997805953025818,POSITIVE
12618323,Batman: Arkham Asylum GOTY Edition,0.9841957092285156,NEGATIVE
12618672,Batman: Arkham Asylum GOTY Edition,0.9994673132896423,POSITIVE
12618763,Batman: Arkham Asylum GOTY Edition,0.7481209635734558,POSITIVE
12618818,Batman: Arkham Asylum GOTY Edition,0.9561603665351868,POSITIVE
12619119,Batman: Arkham Asylum GOTY Edition,0.675864040851593,POSITIVE
12619596,Batman: Arkham Asylum GOTY Edition,0.9997250437736511,POSITIVE
12619653,Batman: Arkham Asylum GOTY Edition,0.9570136070251465,NEGATIVE
12619689,Batman: Arkham Asylum GOTY Edition,0.9997145533561707,NEGATIVE
12619929,Batman: Arkham Asylum GOTY Edition,0.9730047583580017,POSITIVE
12619938,Batman: Arkham Asylum GOTY Edition,0.9998493194580078,POSITIVE
21241391,FINAL FANTASY XIV Online,0.9970492720603943,NEGATIVE
21241501,FINAL FANTASY XIV Online,0.9998161196708679,POSITIVE
21241585,FINAL FANTASY XIV Online,0.9055415987968445,POSITIVE
21241619,FINAL FANTASY XIV Online,0.9998158812522888,POSITIVE
21241677,FINAL FANTASY XIV Online,0.999842643737793,POSITIVE
21241703,FINAL FANTASY XIV Online,0.971825897693634,NEGATIVE
21241870,FINAL FANTASY XIV Online,0.9993581175804138,POSITIVE
21242136,FINAL FANTASY XIV Online,0.9998782873153687,POSITIVE
21242146,FINAL FANTASY XIV Online,0.9998158812522888,POSITIVE
21242212,FINAL FANTASY XIV Online,0.9988057613372803,NEGATIVE
21242399,FINAL FANTASY XIV Online,0.9985975623130798,NEGATIVE
21242494,FINAL FANTASY XIV Online,0.9998550415039062,POSITIVE
21242822,FINAL FANTASY XIV Online,0.9997143149375916,POSITIVE
21242866,FINAL FANTASY XIV Online,0.9065556526184082,POSITIVE
21242968,FINAL FANTASY XIV Online,0.7481209635734558,POSITIVE
21242988,FINAL FANTASY XIV Online,0.9997979998588562,POSITIVE
21242991,FINAL FANTASY XIV Online,0.9781930446624756,NEGATIVE
21243051,FINAL FANTASY XIV Online,0.9988297820091248,POSITIVE
21243088,FINAL FANTASY XIV Online,0.999803364276886,POSITIVE
21243103,FINAL FANTASY XIV Online,0.9997491240501404,POSITIVE
21243113,FINAL FANTASY XIV Online,0.9750508069992065,POSITIVE
21243142,FINAL FANTASY XIV Online,0.9876213669776917,NEGATIVE
21243151,FINAL FANTASY XIV Online,0.7562554478645325,POSITIVE
21243188,FINAL FANTASY XIV Online,0.9228050708770752,NEGATIVE
21243246,FINAL FANTASY XIV Online,0.9955047965049744,NEGATIVE
21243320,FINAL FANTASY XIV Online,0.9989830851554871,POSITIVE
21243352,FINAL FANTASY XIV Online,0.9998512268066406,POSITIVE
21243454,FINAL FANTASY XIV Online,0.9907174706459045,POSITIVE
21243546,FINAL FANTASY XIV Online,0.9998565912246704,POSITIVE
21243938,FINAL FANTASY XIV Online,0.9970048069953918,POSITIVE
21244039,FINAL FANTASY XIV Online,0.9983007311820984,NEGATIVE
21244130,FINAL FANTASY XIV Online,0.9998360872268677,POSITIVE
21244296,FINAL FANTASY XIV Online,0.8469961881637573,NEGATIVE
21244301,FINAL FANTASY XIV Online,0.9470856785774231,POSITIVE
21244515,FINAL FANTASY XIV Online,0.9997685551643372,POSITIVE
21244634,FINAL FANTASY XIV Online,0.9831966161727905,NEGATIVE
21244867,FINAL FANTASY XIV Online,0.9990710020065308,POSITIVE
21245001,FINAL FANTASY XIV Online,0.9998252987861633,POSITIVE
21245012,FINAL FANTASY XIV Online,0.9998512268066406,POSITIVE
21245225,FINAL FANTASY XIV Online,0.9967370629310608,POSITIVE
21245671,FINAL FANTASY XIV Online,0.9984694123268127,POSITIVE
21245758,FINAL FANTASY XIV Online,0.7782714366912842,POSITIVE
21245969,FINAL FANTASY XIV Online,0.7818583846092224,POSITIVE
21245975,FINAL FANTASY XIV Online,0.9988491535186768,NEGATIVE
21245998,FINAL FANTASY XIV Online,0.9987485408782959,POSITIVE
21246264,FINAL FANTASY XIV Online,0.9967626333236694,NEGATIVE
3498665,Super Meat Boy,0.9815664291381836,NEGATIVE
3498830,Super Meat Boy,0.9044283032417297,NEGATIVE
3499112,Super Meat Boy,0.9641887545585632,NEGATIVE
3499389,Super Meat Boy,0.9998691082000732,POSITIVE
3499572,Super Meat Boy,0.7749583721160889,NEGATIVE
3499616,Super Meat Boy,0.729770839214325,POSITIVE
3500249,Super Meat Boy,0.9997336268424988,POSITIVE
3500640,Super Meat Boy,0.9916048049926758,POSITIVE
3500675,Super Meat Boy,0.9998589754104614,POSITIVE
3500815,Super Meat Boy,0.9628816843032837,NEGATIVE
3501094,Super Meat Boy,0.9800074696540833,NEGATIVE
3501106,Super Meat Boy,0.7670854330062866,POSITIVE
3501435,Super Meat Boy,0.9910082221031189,NEGATIVE
3501508,Super Meat Boy,0.6706772446632385,POSITIVE
3501635,Super Meat Boy,0.7949444055557251,POSITIVE
3502326,Super Meat Boy,0.9598798751831055,NEGATIVE
3502576,Super Meat Boy,0.9898324012756348,POSITIVE
3502590,Super Meat Boy,0.7481209635734558,POSITIVE
3503189,Super Meat Boy,0.9993994235992432,NEGATIVE
19660846,The Sims(TM) 3,0.9762707352638245,NEGATIVE
19661841,The Sims(TM) 3,0.501819908618927,POSITIVE
19661851,The Sims(TM) 3,0.8538045883178711,NEGATIVE
19661959,The Sims(TM) 3,0.9907321333885193,NEGATIVE
19662001,The Sims(TM) 3,0.9998700618743896,POSITIVE
19662048,The Sims(TM) 3,0.9896183609962463,POSITIVE
19662632,The Sims(TM) 3,0.9926264882087708,POSITIVE
19662991,The Sims(TM) 3,0.9716875553131104,NEGATIVE
19663707,The Sims(TM) 3,0.9995224475860596,POSITIVE
19665083,The Sims(TM) 3,0.9998611211776733,POSITIVE
19665207,The Sims(TM) 3,0.9452086091041565,POSITIVE
8591960,Mount & Blade: Warband,0.8963975310325623,NEGATIVE
8592722,Mount & Blade: Warband,0.99894779920578,POSITIVE
8593233,Mount & Blade: Warband,0.9967947602272034,POSITIVE
8594297,Mount & Blade: Warband,0.9952117800712585,NEGATIVE
8595774,Mount & Blade: Warband,0.9995152950286865,POSITIVE
11821308,Saints Row: The Third,0.9817350506782532,POSITIVE
11821568,Saints Row: The Third,0.9899857044219971,NEGATIVE
11822135,Saints Row: The Third,0.9966883063316345,NEGATIVE
11822398,Saints Row: The Third,0.9541465044021606,POSITIVE
11823788,Saints Row: The Third,0.9984748959541321,POSITIVE
11823916,Saints Row: The Third,0.99250727891922,POSITIVE
11824149,Saints Row: The Third,0.9998113512992859,POSITIVE
11824195,Saints Row: The Third,0.9997805953025818,POSITIVE
11824272,Saints Row: The Third,0.7481209635734558,POSITIVE
11824656,Saints Row: The Third,0.7481209635734558,POSITIVE
11824936,Saints Row: The Third,0.9876505732536316,NEGATIVE
11825074,Saints Row: The Third,0.9997805953025818,POSITIVE
11825102,Saints Row: The Third,0.998635470867157,POSITIVE
11825114,Saints Row: The Third,0.9883149862289429,NEGATIVE
11825154,Saints Row: The Third,0.9997069239616394,POSITIVE
11825181,Saints Row: The Third,0.9984679818153381,POSITIVE
11825561,Saints Row: The Third,0.9921919703483582,NEGATIVE
11825649,Saints Row: The Third,0.6489232778549194,POSITIVE
11825791,Saints Row: The Third,0.9994035959243774,POSITIVE
11825802,Saints Row: The Third,0.8452326059341431,POSITIVE
11825931,Saints Row: The Third,0.9993312358856201,POSITIVE
11826118,Saints Row: The Third,0.9742805361747742,POSITIVE
11826162,Saints Row: The Third,0.9997511506080627,POSITIVE
11826201,Saints Row: The Third,0.9986547231674194,POSITIVE
11159117,The Elder Scrolls V: Skyrim,0.9995793700218201,POSITIVE
11160170,The Elder Scrolls V: Skyrim,0.9931665062904358,NEGATIVE
11160305,The Elder Scrolls V: Skyrim,0.958187997341156,POSITIVE
11161260,The Elder Scrolls V: Skyrim,0.980387270450592,NEGATIVE
11162037,The Elder Scrolls V: Skyrim,0.9989151954650879,POSITIVE
11162339,The Elder Scrolls V: Skyrim,0.9249557852745056,POSITIVE
11162780,The Elder Scrolls V: Skyrim,0.9822731614112854,NEGATIVE
11162924,The Elder Scrolls V: Skyrim,0.7784162163734436,NEGATIVE
11163033,The Elder Scrolls V: Skyrim,0.9423165917396545,NEGATIVE
18367334,Terraria,0.9939687252044678,POSITIVE
18368637,Terraria,0.9327973127365112,NEGATIVE
18370370,Terraria,0.9953413009643555,POSITIVE
20444765,Arma 3,0.9937450289726257,NEGATIVE
20448065,Arma 3,0.9930263757705688,NEGATIVE
20448302,Arma 3,0.9863792657852173,NEGATIVE
12657759,The Binding of Isaac,0.9901158213615417,NEGATIVE
12657913,The Binding of Isaac,0.9997218251228333,POSITIVE
12658276,The Binding of Isaac,0.9741249680519104,NEGATIVE
12658591,The Binding of Isaac,0.7481209635734558,POSITIVE
12658630,The Binding of Isaac,0.9998546838760376,POSITIVE
12658982,The Binding of Isaac,0.6287104487419128,NEGATIVE
12659208,The Binding of Isaac,0.9031378626823425,NEGATIVE
12659230,The Binding of Isaac,0.7481209635734558,POSITIVE
12659337,The Binding of Isaac,0.9888028502464294,NEGATIVE
12659344,The Binding of Isaac,0.9997993111610413,POSITIVE
12659471,The Binding of Isaac,0.9675337672233582,POSITIVE
12659674,The Binding of Isaac,0.985862672328949,NEGATIVE
12659998,The Binding of Isaac,0.9906226992607117,NEGATIVE
12660076,The Binding of Isaac,0.5472389459609985,POSITIVE
12660494,The Binding of Isaac,0.9995761513710022,POSITIVE
12660578,The Binding of Isaac,0.7912017107009888,POSITIVE
12660601,The Binding of Isaac,0.6468155980110168,NEGATIVE
12660743,The Binding of Isaac,0.9913937449455261,NEGATIVE
12660863,The Binding of Isaac,0.9903297424316406,NEGATIVE
12661006,The Binding of Isaac,0.9982238411903381,NEGATIVE
12661024,The Binding of Isaac,0.9445094466209412,NEGATIVE
12661037,The Binding of Isaac,0.9998717308044434,POSITIVE
12661198,The Binding of Isaac,0.9265809655189514,NEGATIVE
12661388,The Binding of Isaac,0.9895341992378235,NEGATIVE
12661855,The Binding of Isaac,0.9955998659133911,NEGATIVE
12661929,The Binding of Isaac,0.7409194111824036,POSITIVE
12661984,The Binding of Isaac,0.9997941851615906,POSITIVE
12662141,The Binding of Isaac,0.9978947043418884,POSITIVE
12662412,The Binding of Isaac,0.9992233514785767,NEGATIVE
12662522,The Binding of Isaac,0.9491210579872131,NEGATIVE
12662571,The Binding of Isaac,0.9720549583435059,NEGATIVE
12662596,The Binding of Isaac,0.9998483657836914,POSITIVE
12662604,The Binding of Isaac,0.9876947402954102,NEGATIVE
12662646,The Binding of Isaac,0.9830542206764221,NEGATIVE
12662654,The Binding of Isaac,0.6695506572723389,NEGATIVE
12662683,The Binding of Isaac,0.9998161196708679,POSITIVE
12662693,The Binding of Isaac,0.9916186928749084,NEGATIVE
12662709,The Binding of Isaac,0.9198300242424011,NEGATIVE
12662726,The Binding of Isaac,0.9998301267623901,POSITIVE
3473416,Cave Story+,0.9997809529304504,POSITIVE
3473697,Cave Story+,0.7481209635734558,POSITIVE
3473856,Cave Story+,0.9892303347587585,NEGATIVE
3473889,Cave Story+,0.9617314338684082,NEGATIVE
3473990,Cave Story+,0.9998161196708679,POSITIVE
3474113,Cave Story+,0.9998677968978882,POSITIVE
3474183,Cave Story+,0.6419099569320679,NEGATIVE
3474249,Cave Story+,0.9045671820640564,NEGATIVE
3474376,Cave Story+,0.9743072390556335,NEGATIVE
3474559,Cave Story+,0.9996411800384521,POSITIVE
3474711,Cave Story+,0.9735450148582458,NEGATIVE
3474717,Cave Story+,0.9998843669891357,POSITIVE
3474728,Cave Story+,0.9034780263900757,POSITIVE
3475031,Cave Story+,0.9998698234558105,POSITIVE
3475056,Cave Story+,0.9920658469200134,NEGATIVE
3475529,Cave Story+,0.997082531452179,POSITIVE
3475535,Cave Story+,0.9998465776443481,POSITIVE
3475580,Cave Story+,0.9762951135635376,POSITIVE
3475631,Cave Story+,0.9995512366294861,NEGATIVE
3475689,Cave Story+,0.9780535697937012,POSITIVE
3475899,Cave Story+,0.9977970123291016,POSITIVE
3475940,Cave Story+,0.9954953193664551,NEGATIVE
3476021,Cave Story+,0.9941535592079163,NEGATIVE
3476196,Cave Story+,0.9963862895965576,POSITIVE
3476252,Cave Story+,0.8704990148544312,NEGATIVE
3476269,Cave Story+,0.5891531109809875,POSITIVE
3476310,Cave Story+,0.999476969242096,POSITIVE
3476473,Cave Story+,0.999789297580719,NEGATIVE
3476663,Cave Story+,0.992375910282135,NEGATIVE
3476717,Cave Story+,0.9956204295158386,POSITIVE
3476726,Cave Story+,0.9920056462287903,NEGATIVE
3476829,Cave Story+,0.8819288015365601,POSITIVE
3476841,Cave Story+,0.9998140931129456,POSITIVE
3476933,Cave Story+,0.9285532832145691,POSITIVE
3477046,Cave Story+,0.964874267578125,NEGATIVE
3477131,Cave Story+,0.5995156764984131,NEGATIVE
3477151,Cave Story+,0.9778022766113281,NEGATIVE
3477282,Cave Story+,0.9998874664306641,POSITIVE
3477316,Cave Story+,0.9930523633956909,NEGATIVE
3477661,Cave Story+,0.9949683547019958,POSITIVE
3477725,Cave Story+,0.9744876623153687,NEGATIVE
3477875,Cave Story+,0.9085265398025513,NEGATIVE
3477924,Cave Story+,0.7786802649497986,NEGATIVE
3477947,Cave Story+,0.9654021263122559,NEGATIVE
3477991,Cave Story+,0.9984252452850342,POSITIVE
3478026,Cave Story+,0.9927260875701904,NEGATIVE
3478137,Cave Story+,0.9970771074295044,POSITIVE
3478230,Cave Story+,0.989461362361908,NEGATIVE
3478302,Cave Story+,0.9987118244171143,POSITIVE
3478323,Cave Story+,0.9995201826095581,POSITIVE
3478358,Cave Story+,0.8600069880485535,NEGATIVE
9144863,Tomb Raider,0.978692352771759,POSITIVE
9146390,Tomb Raider,0.9980996251106262,POSITIVE
9146452,Tomb Raider,0.9454333782196045,NEGATIVE
9146729,Tomb Raider,0.9290245771408081,NEGATIVE
9146830,Tomb Raider,0.9947439432144165,NEGATIVE
9147260,Tomb Raider,0.999596893787384,POSITIVE
9147300,Tomb Raider,0.9994971752166748,POSITIVE
9148072,Tomb Raider,0.9983487129211426,POSITIVE
9148347,Tomb Raider,0.6994705200195312,NEGATIVE
9148686,Tomb Raider,0.9833537340164185,POSITIVE
10920886,Castle Crashers,0.999848484992981,POSITIVE
10920925,Castle Crashers,0.9841455817222595,POSITIVE
9444577,Dishonored,0.9891479015350342,NEGATIVE
9445457,Dishonored,0.7481209635734558,POSITIVE
9445666,Dishonored,0.9996240139007568,POSITIVE
9446329,Dishonored,0.941901445388794,POSITIVE
9446395,Dishonored,0.5527057647705078,NEGATIVE
9446451,Dishonored,0.997157096862793,NEGATIVE
9446491,Dishonored,0.9996756315231323,POSITIVE
9446562,Dishonored,0.9998525381088257,POSITIVE
9446670,Dishonored,0.9979214072227478,NEGATIVE
9446738,Dishonored,0.7836357951164246,POSITIVE
9446932,Dishonored,0.9998416900634766,POSITIVE
9446994,Dishonored,0.9931691884994507,POSITIVE
9447006,Dishonored,0.9057986736297607,NEGATIVE
9447076,Dishonored,0.9991796612739563,POSITIVE
9447153,Dishonored,0.9992648959159851,NEGATIVE
9447230,Dishonored,0.7481209635734558,POSITIVE
9447254,Dishonored,0.9997758269309998,POSITIVE
9447305,Dishonored,0.7858253121376038,NEGATIVE
9447361,Dishonored,0.997180700302124,POSITIVE
9447452,Dishonored,0.9993976354598999,POSITIVE
9447575,Dishonored,0.9996272325515747,POSITIVE
9447616,Dishonored,0.9977649450302124,POSITIVE
9447657,Dishonored,0.9998348951339722,POSITIVE
9448121,Dishonored,0.7481209635734558,POSITIVE
9448924,Dishonored,0.9998530149459839,POSITIVE
12646204,Gunpoint,0.9998425245285034,POSITIVE
12647040,Gunpoint,0.9894793629646301,NEGATIVE
12647562,Gunpoint,0.9998021721839905,POSITIVE
12648523,Gunpoint,0.9998586177825928,POSITIVE
12648651,Gunpoint,0.9116322994232178,NEGATIVE
12648755,Gunpoint,0.9997993111610413,POSITIVE
3425141,To the Moon,0.9419867992401123,POSITIVE
10487210,The Walking Dead,0.9990211725234985,POSITIVE
10487373,The Walking Dead,0.9972233772277832,NEGATIVE
10487480,The Walking Dead,0.9990406632423401,POSITIVE
10487737,The Walking Dead,0.998783528804779,POSITIVE
10487860,The Walking Dead,0.7481209635734558,POSITIVE
10488378,The Walking Dead,0.9997805953025818,POSITIVE
10488411,The Walking Dead,0.9998868703842163,POSITIVE
10488458,The Walking Dead,0.9998546838760376,POSITIVE
10488482,The Walking Dead,0.6254833936691284,POSITIVE
10488639,The Walking Dead,0.9762566089630127,NEGATIVE
10488680,The Walking Dead,0.9983263611793518,POSITIVE
10488874,The Walking Dead,0.7481209635734558,POSITIVE
10489285,The Walking Dead,0.9969993829727173,POSITIVE
10489436,The Walking Dead,0.9583321213722229,POSITIVE
10489777,The Walking Dead,0.7481209635734558,POSITIVE
10489919,The Walking Dead,0.9647700190544128,NEGATIVE
10490175,The Walking Dead,0.9995367527008057,POSITIVE
10490647,The Walking Dead,0.9998717308044434,POSITIVE
10490698,The Walking Dead,0.7481209635734558,POSITIVE
10490860,The Walking Dead,0.9915990829467773,NEGATIVE
10490945,The Walking Dead,0.9998161196708679,POSITIVE
10491218,The Walking Dead,0.8454484343528748,POSITIVE
10491413,The Walking Dead,0.9493857026100159,NEGATIVE
10491521,The Walking Dead,0.9767728447914124,NEGATIVE
10491524,The Walking Dead,0.9073769450187683,NEGATIVE
10491566,The Walking Dead,0.9994301199913025,POSITIVE
10491631,The Walking Dead,0.9980409741401672,POSITIVE
10491822,The Walking Dead,0.8669676184654236,POSITIVE
11470291,FTL: Faster Than Light,0.9998630285263062,POSITIVE
11470516,FTL: Faster Than Light,0.9962732791900635,NEGATIVE
11470779,FTL: Faster Than Light,0.9729064702987671,NEGATIVE
11470802,FTL: Faster Than Light,0.9951748251914978,NEGATIVE
11470875,FTL: Faster Than Light,0.9706369042396545,NEGATIVE
11471148,FTL: Faster Than Light,0.9998669624328613,POSITIVE
11471432,FTL: Faster Than Light,0.9632075428962708,NEGATIVE
11471433,FTL: Faster Than Light,0.7501444816589355,POSITIVE
11471562,FTL: Faster Than Light,0.5217757821083069,POSITIVE
11471738,FTL: Faster Than Light,0.9713583588600159,NEGATIVE
11471763,FTL: Faster Than Light,0.9934285283088684,POSITIVE
11472102,FTL: Faster Than Light,0.9998635053634644,POSITIVE
11472139,FTL: Faster Than Light,0.9318351149559021,NEGATIVE
11472297,FTL: Faster Than Light,0.9880338311195374,NEGATIVE
11472307,FTL: Faster Than Light,0.9644277691841125,NEGATIVE
11472425,FTL: Faster Than Light,0.9924843907356262,NEGATIVE
11472692,FTL: Faster Than Light,0.8811227083206177,POSITIVE
11472968,FTL: Faster Than Light,0.9800978899002075,NEGATIVE
11473128,FTL: Faster Than Light,0.9808253645896912,NEGATIVE
11473133,FTL: Faster Than Light,0.998702883720398,POSITIVE
11473495,FTL: Faster Than Light,0.8827576637268066,NEGATIVE
11473727,FTL: Faster Than Light,0.9995983242988586,POSITIVE
11473916,FTL: Faster Than Light,0.7481209635734558,POSITIVE
11473954,FTL: Faster Than Light,0.9998762607574463,POSITIVE
11474119,FTL: Faster Than Light,0.9421333074569702,NEGATIVE
11474203,FTL: Faster Than Light,0.9986513257026672,NEGATIVE
11474428,FTL: Faster Than Light,0.9949032068252563,POSITIVE
11474634,FTL: Faster Than Light,0.9974749684333801,POSITIVE
9501215,South Park™: The Stick of Truth™,0.5296849012374878,POSITIVE
9501374,South Park™: The Stick of Truth™,0.999675989151001,POSITIVE
9501699,South Park™: The Stick of Truth™,0.975440502166748,POSITIVE
9501882,South Park™: The Stick of Truth™,0.9771141409873962,NEGATIVE
9502011,South Park™: The Stick of Truth™,0.9841263294219971,POSITIVE
9502040,South Park™: The Stick of Truth™,0.9088684916496277,NEGATIVE
9502268,South Park™: The Stick of Truth™,0.9997805953025818,POSITIVE
9502800,South Park™: The Stick of Truth™,0.999778687953949,POSITIVE
9502807,South Park™: The Stick of Truth™,0.9732900857925415,NEGATIVE
9502845,South Park™: The Stick of Truth™,0.7335872054100037,POSITIVE
9503460,South Park™: The Stick of Truth™,0.9937360286712646,NEGATIVE
9503521,South Park™: The Stick of Truth™,0.993228018283844,NEGATIVE
9503709,South Park™: The Stick of Truth™,0.9956379532814026,NEGATIVE
9503764,South Park™: The Stick of Truth™,0.9996362924575806,POSITIVE
9503969,South Park™: The Stick of Truth™,0.968749463558197,NEGATIVE
9504257,South Park™: The Stick of Truth™,0.9770381450653076,NEGATIVE
9504661,South Park™: The Stick of Truth™,0.9916518330574036,NEGATIVE
9504734,South Park™: The Stick of Truth™,0.9759425520896912,NEGATIVE
9504761,South Park™: The Stick of Truth™,0.9997707009315491,POSITIVE
9504967,South Park™: The Stick of Truth™,0.999764621257782,POSITIVE
12590230,Mark of the Ninja,0.9911674857139587,NEGATIVE
12590265,Mark of the Ninja,0.9998161196708679,POSITIVE
12590299,Mark of the Ninja,0.9693198204040527,POSITIVE
